0 -1 2e-26 0.01 1 1 0.0130215
81 61
nH T Edot YT YHI YHeI YHeII Ye E
2.37137e-05 1e+07 -1.33101e-32 1.64552 1.38577e-08 2.87105e-13 8.46942e-08 0.855306 2.03618e+15
2.37137e-05 1.33352e+07 -1.40194e-32 1.64552 1.03425e-08 1.46464e-13 6.16944e-08 0.855306 2.71529e+15
2.37137e-05 1.77828e+07 -1.42305e-32 1.64552 7.7233e-09 1e-13 4.50799e-08 0.855306 3.62089e+15
2.37137e-05 2.37137e+07 -1.50667e-32 1.64552 5.76955e-09 1e-13 3.29859e-08 0.855306 4.82854e+15
2.37137e-05 3.16228e+07 -1.68745e-32 1.64552 4.31168e-09 1e-13 2.41418e-08 0.855306 6.43896e+15
2.37137e-05 4.21697e+07 -1.96185e-32 1.64552 3.22368e-09 1e-13 1.76602e-08 0.855306 8.58649e+15
2.37137e-05 5.62341e+07 -2.32952e-32 1.64552 2.41142e-09 1e-13 1.29085e-08 0.855306 1.14503e+16
2.37137e-05 7.49894e+07 -2.80518e-32 1.64552 1.80451e-09 1e-13 9.42753e-09 0.855306 1.52692e+16
2.37137e-05 1e+08 -3.40902e-32 1.64552 1.35038e-09 1e-13 6.8808e-09 0.855306 2.03618e+16
2.37137e-05 1.33352e+08 -4.17727e-32 1.64552 1.00993e-09 1e-13 5.01994e-09 0.855306 2.71529e+16
2.37137e-05 1.77828e+08 -5.15482e-32 1.64552 7.54187e-10 1e-13 3.66141e-09 0.855306 3.62089e+16
2.37137e-05 2.37137e+08 -6.40772e-32 1.64552 5.61785e-10 1e-13 2.66993e-09 0.855306 4.82854e+16
2.37137e-05 3.16228e+08 -8.02238e-32 1.64552 4.17016e-10 1e-13 1.94621e-09 0.855306 6.43896e+16
3.16228e-05 10 1.11086e-30 1.42752 0.1 0.059 3.84434e-09 0.637306 1.76642e+09
3.16228e-05 13.3352 2.77033e-31 1.5523 0.0299887 0.00429182 0.0546419 0.762092 2.56147e+09
3.16228e-05 17.7828 2.43683e-31 1.55839 0.0256603 0.00363411 0.0541956 0.768182 3.42918e+09
3.16228e-05 23.7137 2.14309e-31 1.564 0.0218953 0.00305214 0.0535188 0.773788 4.58933e+09
3.16228e-05 31.6228 1.88491e-31 1.56919 0.018635 0.00254512 0.0525996 0.778981 6.1403e+09
3.16228e-05 42.1697 1.65817e-31 1.57404 0.0158234 0.0021082 0.0514321 0.783834 8.21354e+09
3.16228e-05 56.2341 1.45885e-31 1.57862 0.0134076 0.00173471 0.0500149 0.788414 1.09848e+10
3.16228e-05 74.9894 1.28316e-31 1.58299 0.0113388 0.00141755 0.0483509 0.792781 1.4689e+10
3.16228e-05 100 1.12786e-31 1.5872 0.00957223 0.00114986 0.0464484 0.796986 1.96401e+10
3.16228e-05 133.352 9.90119e-32 1.59128 0.00806762 0.000925339 0.0443213 0.801066 2.62578e+10
3.16228e-05 177.828 8.67558e-32 1.59526 0.00678895 0.000738323 0.0419904 0.80505 3.51031e+10
3.16228e-05 237.137 7.58359e-32 1.59916 0.00570437 0.00058377 0.0394832 0.808951 4.69251e+10
3.16228e-05 316.228 6.60868e-32 1.60298 0.00478597 0.000457178 0.0368341 0.812771 6.27252e+10
3.16228e-05 421.697 5.73014e-32 1.60671 0.00400943 0.000354509 0.0340832 0.816504 8.38402e+10
3.16228e-05 562.341 4.93417e-32 1.61034 0.0033537 0.000272134 0.0312747 0.820133 1.12055e+11
3.16228e-05 749.894 4.21615e-32 1.61385 0.00280067 0.000206791 0.0284552 0.823637 1.49753e+11
3.16228e-05 1000 3.56953e-32 1.6172 0.00233478 0.000155568 0.0256705 0.82699 2.00114e+11
3.16228e-05 1333.52 2.99312e-32 1.62038 0.00194278 0.000115894 0.0229638 0.830168 2.6738e+11
3.16228e-05 1778.28 2.48239e-32 1.62336 0.00161333 8.55284e-05 0.0203733 0.833148 3.57213e+11
3.16228e-05 2371.37 2.03614e-32 1.62612 0.00133681 6.2556e-05 0.0179302 0.835914 4.77163e+11
3.16228e-05 3162.28 1.65564e-32 1.62866 0.00110503 4.53689e-05 0.0156582 0.838452 6.37301e+11
3.16228e-05 4216.97 1.33559e-32 1.63097 0.000911033 3.26444e-05 0.0135729 0.840757 8.51057e+11
3.16228e-05 5623.41 1.06254e-32 1.63304 0.000748936 2.33152e-05 0.0116823 0.842828 1.13634e+12
3.16228e-05 7498.94 8.18988e-33 1.63488 0.000613737 1.65365e-05 0.00998737 0.844672 1.51705e+12
3.16228e-05 10000 5.76226e-33 1.63651 0.000501202 1.16513e-05 0.00848367 0.846298 2.02503e+12
3.16228e-05 13335.2 2.81735e-33 1.63793 0.000407722 8.15712e-06 0.00716217 0.84772 2.70277e+12
3.16228e-05 17782.8 -2.26872e-33 1.63916 0.000329903 5.67506e-06 0.00601082 0.848954 3.60691e+12
3.16228e-05 23713.7 -1.31242e-32 1.64023 0.000262612 3.9231e-06 0.0050156 0.85002 4.81303e+12
3.16228e-05 31622.8 -3.47553e-32 1.64115 0.000195384 2.69222e-06 0.0041616 0.850944 6.42189e+12
3.16228e-05 42169.7 -7.13465e-32 1.64196 0.000121195 1.84127e-06 0.00343348 0.851748 8.56792e+12
3.16228e-05 56234.1 -1.2585e-31 1.64264 5.92671e-05 1.39075e-06 0.00281065 0.852433 1.14303e+13
3.16228e-05 74989.4 -1.9643e-31 1.64327 2.56953e-05 1.42339e-06 0.00221803 0.853059 1.52483e+13
3.16228e-05 100000 -2.74467e-31 1.64407 1.13266e-05 1.25759e-06 0.00143496 0.853857 2.03438e+13
3.16228e-05 133352 -3.49011e-31 1.64491 5.37839e-06 5.57245e-07 0.000597058 0.854702 2.71429e+13
3.16228e-05 177828 -4.10304e-31 1.64532 2.7745e-06 1.54605e-07 0.000191399 0.855111 3.62046e+13
3.16228e-05 237137 -3.94538e-31 1.64545 1.54191e-06 3.97014e-08 6.44784e-05 0.85524 4.82834e+13
3.16228e-05 316228 -2.49004e-31 1.64549 9.12168e-07 1.09009e-08 2.50756e-05 0.85528 6.43886e+13
3.16228e-05 421697 -1.88115e-31 1.6455 5.67966e-07 3.28197e-09 1.11975e-05 0.855294 8.58643e+13
3.16228e-05 562341 -1.67931e-31 1.64551 3.68652e-07 1.07815e-09 5.59981e-06 0.8553 1.14502e+14
3.16228e-05 749894 -1.50508e-31 1.64551 2.47456e-07 3.82498e-10 3.06129e-06 0.855303 1.52691e+14
3.16228e-05 1e+06 -1.54123e-31 1.64551 1.70653e-07 1.451e-10 1.79388e-06 0.855304 2.03617e+14
3.16228e-05 1.33352e+06 -1.35254e-31 1.64551 1.20251e-07 5.83506e-11 1.10978e-06 0.855305 2.71528e+14
3.16228e-05 1.77828e+06 -9.69753e-32 1.64551 8.61864e-08 2.46879e-11 7.16411e-07 0.855305 3.62089e+14
3.16228e-05 2.37137e+06 -5.61338e-32 1.64551 6.2586e-08 1.09149e-11 4.78213e-07 0.855305 4.82854e+14
3.16228e-05 3.16228e+06 -3.64702e-32 1.64552 4.58973e-08 5.01054e-12 3.27712e-07 0.855306 6.43896e+14
3.16228e-05 4.21697e+06 -2.64214e-32 1.64552 3.38993e-08 2.37389e-12 2.29213e-07 0.855306 8.58649e+14
3.16228e-05 5.62341e+06 -2.22536e-32 1.64552 2.51613e-08 1.15418e-12 1.62841e-07 0.855306 1.14503e+15
3.16228e-05 7.49894e+06 -2.15936e-32 1.64552 1.87357e-08 5.72845e-13 1.17032e-07 0.855306 1.52692e+15
3.16228e-05 1e+07 -2.30054e-32 1.64552 1.39785e-08 2.88876e-13 8.47989e-08 0.855306 2.03618e+15
3.16228e-05 1.33352e+07 -2.40188e-32 1.64552 1.04412e-08 1.4742e-13 6.17732e-08 0.855306 2.71529e+15
3.16228e-05 1.77828e+07 -2.40624e-32 1.64552 7.80442e-09 1e-13 4.514e-08 0.855306 3.62089e+15
3.16228e-05 2.37137e+07 -2.50995e-32 1.64552 5.83665e-09 1e-13 3.30322e-08 0.855306 4.82854e+15
3.16228e-05 3.16228e+07 -2.77385e-32 1.64552 4.36749e-09 1e-13 2.41777e-08 0.855306 6.43896e+15
3.16228e-05 4.21697e+07 -3.18534e-32 1.64552 3.27033e-09 1e-13 1.76883e-08 0.855306 8.58649e+15
3.16228e-05 5.62341e+07 -3.73747e-32 1.64552 2.45062e-09 1e-13 1.29304e-08 0.855306 1.14503e+16
3.16228e-05 7.49894e+07 -4.44767e-32 1.64552 1.83759e-09 1e-13 9.44481e-09 0.855306 1.52692e+16
3.16228e-05 1e+08 -5.34105e-32 1.64552 1.37839e-09 1e-13 6.89445e-09 0.855306 2.03618e+16
3.16228e-05 1.33352e+08 -6.46664e-32 1.64552 1.03368e-09 1e-13 5.03075e-09 0.855306 2.71529e+16
3.16228e-05 1.77828e+08 -7.88416e-32 1.64552 7.74321e-10 1e-13 3.67001e-09 0.855306 3.62089e+16
3.16228e-05 2.37137e+08 -9.68429e-32 1.64552 5.78811e-10 1e-13 2.67679e-09 0.855306 4.82854e+16
3.16228e-05 3.16228e+08 -1.19851e-31 1.64552 4.31345e-10 1e-13 1.9517e-09 0.855306 6.43896e+16
4.21697e-05 10 1.48272e-30 1.42752 0.1 0.059 3.84434e-09 0.637306 1.76642e+09
4.21697e-05 13.3352 4.60335e-31 1.54044 0.0388642 0.00566012 0.0548938 0.750228 2.54189e+09
4.21697e-05 17.7828 4.04574e-31 1.54764 0.033367 0.0048351 0.0548395 0.757429 3.40552e+09
4.21697e-05 23.7137 3.55267e-31 1.5542 0.0285546 0.0040971 0.0545645 0.763993 4.56059e+09
4.21697e-05 31.6228 3.1187e-31 1.5602 0.0243639 0.00344754 0.0540534 0.769994 6.10513e+09
4.21697e-05 42.1697 2.73707e-31 1.56572 0.020732 0.00288231 0.0532965 0.775513 8.17012e+09
4.21697e-05 56.2341 2.40203e-31 1.57084 0.0175984 0.00239454 0.052288 0.78063 1.09306e+10
4.21697e-05 74.9894 2.10729e-31 1.57563 0.0149052 0.00197638 0.0510252 0.785423 1.46207e+10
4.21697e-05 100 1.84748e-31 1.58017 0.0125986 0.00161999 0.0495088 0.789958 1.95532e+10
4.21697e-05 133.352 1.61784e-31 1.58451 0.0106292 0.00131802 0.0477441 0.794297 2.61461e+10
4.21697e-05 177.828 1.41419e-31 1.58869 0.00895228 0.00106377 0.0457412 0.798485 3.49586e+10
4.21697e-05 237.137 1.23355e-31 1.59277 0.00752763 0.000851221 0.043517 0.802559 4.67376e+10
4.21697e-05 316.228 1.07319e-31 1.59675 0.00631976 0.000674966 0.041095 0.806541 6.24814e+10
4.21697e-05 421.697 9.29798e-32 1.60065 0.00529747 0.000530128 0.0385061 0.810442 8.35238e+10
4.21697e-05 562.341 8.00946e-32 1.60447 0.00443355 0.00041229 0.0357878 0.81426 1.11646e+11
4.21697e-05 749.894 6.85415e-32 1.60819 0.00370446 0.000317445 0.032983 0.817984 1.49229e+11
4.21697e-05 1000 5.81848e-32 1.6118 0.00308993 0.000241968 0.030138 0.821594 1.99446e+11
4.21697e-05 1333.52 4.89748e-32 1.61528 0.00257258 0.000182603 0.0273004 0.825068 2.66539e+11
4.21697e-05 1778.28 4.08046e-32 1.61859 0.00213755 0.000136461 0.0245162 0.828379 3.56164e+11
4.21697e-05 2371.37 3.36366e-32 1.62171 0.00177219 0.000101016 0.0218276 0.831504 4.75869e+11
4.21697e-05 3162.28 2.74522e-32 1.62463 0.00146576 7.41009e-05 0.0192708 0.834421 6.35723e+11
4.21697e-05 4216.97 2.21702e-32 1.62732 0.00120912 5.38875e-05 0.0168747 0.837114 8.49156e+11
4.21697e-05 5623.41 1.75729e-32 1.62978 0.000994527 3.88661e-05 0.0146602 0.839573 1.13408e+12
4.21697e-05 7498.94 1.33503e-32 1.632 0.000815417 2.78131e-05 0.0126398 0.841795 1.51438e+12
4.21697e-05 10000 8.95011e-33 1.63399 0.000666224 1.97547e-05 0.0108186 0.843782 2.02192e+12
4.21697e-05 13335.2 3.36104e-33 1.63575 0.000542197 1.39296e-05 0.00919528 0.845541 2.69917e+12
4.21697e-05 17782.8 -6.6951e-33 1.63729 0.000438709 9.75244e-06 0.00776308 0.847085 3.6028e+12
4.21697e-05 23713.7 -2.84406e-32 1.63864 0.000347868 6.77893e-06 0.00651141 0.848433 4.80837e+12
4.21697e-05 31622.8 -7.1621e-32 1.63983 0.000252911 4.67226e-06 0.00542706 0.849617 6.4167e+12
4.21697e-05 42169.7 -1.43608e-31 1.64087 0.00014725 3.19295e-06 0.00449479 0.850658 8.56223e+12
4.21697e-05 56234.1 -2.49551e-31 1.64176 6.65287e-05 2.35511e-06 0.003689 0.851546 1.14241e+13
4.21697e-05 74989.4 -3.86396e-31 1.64259 2.73376e-05 2.23497e-06 0.00288962 0.852385 1.52421e+13
4.21697e-05 100000 -5.29161e-31 1.64374 1.17235e-05 1.72213e-06 0.00176473 0.853526 2.03397e+13
4.21697e-05 133352 -6.54748e-31 1.64485 5.49202e-06 6.53037e-07 0.000661246 0.854638 2.71418e+13
4.21697e-05 177828 -7.66677e-31 1.64531 2.81345e-06 1.65941e-07 0.000199177 0.855104 3.62045e+13
4.21697e-05 237137 -7.56043e-31 1.64545 1.55758e-06 4.11234e-08 6.55675e-05 0.855239 4.82834e+13
4.21697e-05 316228 -4.70263e-31 1.64549 9.19383e-07 1.11241e-08 2.52831e-05 0.85528 6.43886e+13
4.21697e-05 421697 -3.39794e-31 1.6455 5.71682e-07 3.32556e-09 1.12503e-05 0.855294 8.58643e+13
4.21697e-05 562341 -3.06561e-31 1.64551 3.70752e-07 1.0884e-09 5.6168e-06 0.8553 1.14502e+14
4.21697e-05 749894 -2.71814e-31 1.64551 2.48736e-07 3.85307e-10 3.06787e-06 0.855303 1.52691e+14
4.21697e-05 1e+06 -2.76843e-31 1.64551 1.71485e-07 1.45976e-10 1.79684e-06 0.855304 2.03617e+14
4.21697e-05 1.33352e+06 -2.42791e-31 1.64551 1.20821e-07 5.86557e-11 1.11128e-06 0.855305 2.71528e+14
4.21697e-05 1.77828e+06 -1.7465e-31 1.64551 8.65936e-08 2.48046e-11 7.17242e-07 0.855305 3.62089e+14
4.21697e-05 2.37137e+06 -1.0146e-31 1.64551 6.28873e-08 1.09632e-11 4.78711e-07 0.855305 4.82854e+14
4.21697e-05 3.16228e+06 -6.53312e-32 1.64552 4.61266e-08 5.03201e-12 3.28029e-07 0.855306 6.43896e+14
4.21697e-05 4.21697e+06 -4.6926e-32 1.64552 3.40778e-08 2.38398e-12 2.29425e-07 0.855306 8.58649e+14
4.21697e-05 5.62341e+06 -3.92003e-32 1.64552 2.53025e-08 1.15915e-12 1.62989e-07 0.855306 1.14503e+15
4.21697e-05 7.49894e+06 -3.77863e-32 1.64552 1.88491e-08 5.75388e-13 1.17139e-07 0.855306 1.52692e+15
4.21697e-05 1e+07 -4.00469e-32 1.64552 1.40705e-08 2.90216e-13 8.48776e-08 0.855306 2.03618e+15
4.21697e-05 1.33352e+07 -4.15405e-32 1.64552 1.05164e-08 1.48143e-13 6.18323e-08 0.855306 2.71529e+15
4.21697e-05 1.77828e+07 -4.11416e-32 1.64552 7.86638e-09 1e-13 4.51851e-08 0.855306 3.62089e+15
4.21697e-05 2.37137e+07 -4.2399e-32 1.64552 5.888e-09 1e-13 3.3067e-08 0.855306 4.82854e+15
4.21697e-05 3.16228e+07 -4.63071e-32 1.64552 4.41029e-09 1e-13 2.42047e-08 0.855306 6.43896e+15
4.21697e-05 4.21697e+07 -5.25998e-32 1.64552 3.30622e-09 1e-13 1.77094e-08 0.855306 8.58649e+15
4.21697e-05 5.62341e+07 -6.10599e-32 1.64552 2.48086e-09 1e-13 1.2947e-08 0.855306 1.14503e+16
4.21697e-05 7.49894e+07 -7.18845e-32 1.64552 1.8632e-09 1e-13 9.45782e-09 0.855306 1.52692e+16
4.21697e-05 1e+08 -8.53628e-32 1.64552 1.40016e-09 1e-13 6.90472e-09 0.855306 2.03618e+16
4.21697e-05 1.33352e+08 -1.02169e-31 1.64552 1.05224e-09 1e-13 5.03889e-09 0.855306 2.71529e+16
4.21697e-05 1.77828e+08 -1.23099e-31 1.64552 7.9014e-10 1e-13 3.67648e-09 0.855306 3.62089e+16
4.21697e-05 2.37137e+08 -1.49406e-31 1.64552 5.92271e-10 1e-13 2.68196e-09 0.855306 4.82854e+16
4.21697e-05 3.16228e+08 -1.82713e-31 1.64552 4.42753e-10 1e-13 1.95584e-09 0.855306 6.43896e+16
5.62341e-05 10 1.97934e-30 1.42752 0.1 0.059 3.84434e-09 0.637306 1.76642e+09
5.62341e-05 13.3352 7.64611e-31 1.52631 0.050022 0.00734992 0.0544796 0.736104 2.51859e+09
5.62341e-05 17.7828 6.72196e-31 1.53491 0.0431292 0.00633531 0.0548044 0.744702 3.37751e+09
5.62341e-05 23.7137 5.90103e-31 1.54271 0.0370474 0.00541662 0.0549216 0.752504 4.52688e+09
5.62341e-05 31.6228 5.17364e-31 1.54979 0.0317136 0.00459887 0.0548122 0.759582 6.06439e+09
5.62341e-05 42.1697 4.53365e-31 1.55623 0.0270623 0.00387974 0.0544641 0.76602 8.12058e+09
5.62341e-05 56.2341 3.96995e-31 1.56211 0.023027 0.00325293 0.0538689 0.771904 1.08699e+10
5.62341e-05 74.9894 3.47406e-31 1.56753 0.0195426 0.00271036 0.0530206 0.777322 1.45455e+10
5.62341e-05 100 3.03756e-31 1.57257 0.0165465 0.0022435 0.0519153 0.782357 1.94591e+10
5.62341e-05 133.352 2.65212e-31 1.5773 0.0139796 0.00184407 0.0505517 0.787086 2.60272e+10
5.62341e-05 177.828 2.3109e-31 1.58179 0.0117878 0.00150438 0.0489318 0.791578 3.48066e+10
5.62341e-05 237.137 2.00927e-31 1.5861 0.00992153 0.0012174 0.0470625 0.795887 4.65418e+10
5.62341e-05 316.228 1.74276e-31 1.59027 0.00833631 0.000976746 0.0449565 0.80006 6.22278e+10
5.62341e-05 421.697 1.50641e-31 1.59434 0.00699269 0.000776613 0.0426335 0.804127 8.31943e+10
5.62341e-05 562.341 1.29603e-31 1.59832 0.00585595 0.000611699 0.0401203 0.808106 1.11218e+11
5.62341e-05 749.894 1.10903e-31 1.60221 0.00489576 0.000477156 0.0374513 0.812005 1.48674e+11
5.62341e-05 1000 9.42661e-32 1.60603 0.00408586 0.000368549 0.034667 0.815816 1.98731e+11
5.62341e-05 1333.52 7.95466e-32 1.60974 0.00340362 0.000281849 0.0318129 0.819526 2.65624e+11
5.62341e-05 1778.28 6.65427e-32 1.61332 0.00282962 0.000213423 0.0289371 0.823112 3.55005e+11
5.62341e-05 2371.37 5.51109e-32 1.61676 0.00234731 0.00016004 0.0260878 0.826551 4.74416e+11
5.62341e-05 3162.28 4.51773e-32 1.62002 0.00194255 0.000118871 0.0233108 0.829815 6.33921e+11
5.62341e-05 4216.97 3.65689e-32 1.62309 0.00160336 8.74787e-05 0.0206469 0.832881 8.46947e+11
5.62341e-05 5623.41 2.89105e-32 1.62594 0.00131956 6.38029e-05 0.0181302 0.835729 1.1314e+12
5.62341e-05 7498.94 2.16266e-32 1.62855 0.00108252 4.61342e-05 0.0157869 0.838344 1.51118e+12
5.62341e-05 10000 1.36698e-32 1.63093 0.000884932 3.30805e-05 0.0136349 0.84072 2.01813e+12
5.62341e-05 13335.2 3.04806e-33 1.63306 0.000720537 2.35277e-05 0.0116839 0.842854 2.69474e+12
5.62341e-05 17782.8 -1.67573e-32 1.63496 0.000582968 1.65997e-05 0.00993615 0.844754 3.59767e+12
5.62341e-05 23713.7 -5.99807e-32 1.63664 0.000459864 1.16173e-05 0.00838792 0.846435 4.80251e+12
5.62341e-05 31622.8 -1.44929e-31 1.63814 0.000324601 8.0504e-06 0.00703062 0.847935 6.41011e+12
5.62341e-05 42169.7 -2.83183e-31 1.63948 0.00017556 5.49452e-06 0.00585136 0.849268 8.55498e+12
5.62341e-05 56234.1 -4.8622e-31 1.64062 7.32608e-05 3.93188e-06 0.0048183 0.850407 1.14162e+13
5.62341e-05 74989.4 -7.50387e-31 1.64174 2.8714e-05 3.41774e-06 0.00373863 0.851532 1.52342e+13
5.62341e-05 100000 -1.01377e-30 1.64337 1.20399e-05 2.27444e-06 0.00213228 0.853157 2.03352e+13
5.62341e-05 133352 -1.21709e-30 1.64479 5.58045e-06 7.42693e-07 0.000719235 0.85458 2.71409e+13
5.62341e-05 177828 -1.41502e-30 1.64531 2.84338e-06 1.75285e-07 0.000205438 0.855097 3.62043e+13
5.62341e-05 237137 -1.41905e-30 1.64545 1.56953e-06 4.22405e-08 6.64086e-05 0.855238 4.82834e+13
5.62341e-05 316228 -8.69561e-31 1.64549 9.24868e-07 1.1296e-08 2.5441e-05 0.85528 6.43885e+13
5.62341e-05 421697 -6.12267e-31 1.6455 5.74501e-07 3.35883e-09 1.12902e-05 0.855294 8.58643e+13
5.62341e-05 562341 -5.53391e-31 1.64551 3.72342e-07 1.09618e-09 5.6296e-06 0.8553 1.14502e+14
5.62341e-05 749894 -4.88587e-31 1.64551 2.49705e-07 3.87435e-10 3.07283e-06 0.855303 1.52691e+14
5.62341e-05 1e+06 -4.9533e-31 1.64551 1.72114e-07 1.46639e-10 1.79907e-06 0.855304 2.03617e+14
5.62341e-05 1.33352e+06 -4.37347e-31 1.64551 1.21252e-07 5.88862e-11 1.1124e-06 0.855305 2.71528e+14
5.62341e-05 1.77828e+06 -3.1675e-31 1.64551 8.69014e-08 2.48927e-11 7.17866e-07 0.855305 3.62089e+14
5.62341e-05 2.37137e+06 -1.8279e-31 1.64551 6.31151e-08 1.09997e-11 4.79085e-07 0.855305 4.82854e+14
5.62341e-05 3.16228e+06 -1.17167e-31 1.64552 4.63001e-08 5.0482e-12 3.28267e-07 0.855306 6.43896e+14
5.62341e-05 4.21697e+06 -8.35842e-32 1.64552 3.42128e-08 2.39159e-12 2.29585e-07 0.855306 8.58649e+14
5.62341e-05 5.62341e+06 -6.9341e-32 1.64552 2.54095e-08 1.1629e-12 1.631e-07 0.855306 1.14503e+15
5.62341e-05 7.49894e+06 -6.65328e-32 1.64552 1.8935e-08 5.77306e-13 1.17219e-07 0.855306 1.52692e+15
5.62341e-05 1e+07 -7.02561e-32 1.64552 1.41402e-08 2.91228e-13 8.49367e-08 0.855306 2.03618e+15
5.62341e-05 1.33352e+07 -7.24433e-32 1.64552 1.05735e-08 1.48689e-13 6.18768e-08 0.855306 2.71529e+15
5.62341e-05 1.77828e+07 -7.10836e-32 1.64552 7.91349e-09 1e-13 4.5219e-08 0.855306 3.62089e+15
5.62341e-05 2.37137e+07 -7.24768e-32 1.64552 5.9271e-09 1e-13 3.30931e-08 0.855306 4.82854e+15
5.62341e-05 3.16228e+07 -7.83493e-32 1.64552 4.44295e-09 1e-13 2.4225e-08 0.855306 6.43896e+15
5.62341e-05 4.21697e+07 -8.81601e-32 1.64552 3.33365e-09 1e-13 1.77252e-08 0.855306 8.58649e+15
5.62341e-05 5.62341e+07 -1.01386e-31 1.64552 2.50403e-09 1e-13 1.29594e-08 0.855306 1.14503e+16
5.62341e-05 7.49894e+07 -1.1822e-31 1.64552 1.88288e-09 1e-13 9.46759e-09 0.855306 1.52692e+16
5.62341e-05 1e+08 -1.38977e-31 1.64552 1.41695e-09 1e-13 6.91245e-09 0.855306 2.03618e+16
5.62341e-05 1.33352e+08 -1.64586e-31 1.64552 1.0666e-09 1e-13 5.04502e-09 0.855306 2.71529e+16
5.62341e-05 1.77828e+08 -1.96097e-31 1.64552 8.02433e-10 1e-13 3.68136e-09 0.855306 3.62089e+16
5.62341e-05 2.37137e+08 -2.3527e-31 1.64552 6.02783e-10 1e-13 2.68585e-09 0.855306 4.82854e+16
5.62341e-05 3.16228e+08 -2.84355e-31 1.64552 4.51712e-10 1e-13 1.95895e-09 0.855306 6.43896e+16
7.49894e-05 10 2.64265e-30 1.42752 0.1 0.059 3.84434e-09 0.637306 1.76642e+09
7.49894e-05 13.3352 1.26664e-30 1.50946 0.0638412 0.00939211 0.0534285 0.719252 2.49078e+09
7.49894e-05 17.7828 1.11571e-30 1.51973 0.0553308 0.00817182 0.0541145 0.729517 3.3441e+09
7.49894e-05 23.7137 9.80443e-31 1.52905 0.0477504 0.00705171 0.0546092 0.738843 4.48679e+09
7.49894e-05 31.6228 8.5966e-31 1.5375 0.0410451 0.00604197 0.0548899 0.747287 6.01628e+09
7.49894e-05 42.1697 7.52658e-31 1.54513 0.0351524 0.00514349 0.0549417 0.754925 8.06269e+09
7.49894e-05 56.2341 6.58292e-31 1.55205 0.030005 0.0043517 0.0547545 0.761843 1.07999e+10
7.49894e-05 74.9894 5.74924e-31 1.55834 0.0255334 0.00365917 0.0543205 0.768134 1.44603e+10
7.49894e-05 100 5.01447e-31 1.5641 0.0216682 0.00305731 0.0536333 0.77389 1.93543e+10
7.49894e-05 133.352 4.36551e-31 1.56941 0.018342 0.00253734 0.0526877 0.779202 2.58971e+10
7.49894e-05 177.828 3.79067e-31 1.57436 0.0154909 0.00209082 0.0514804 0.784153 3.46432e+10
7.49894e-05 237.137 3.28323e-31 1.57903 0.0130555 0.00170982 0.0500109 0.78882 4.63344e+10
7.49894e-05 316.228 2.83641e-31 1.58348 0.0109815 0.001387 0.0482826 0.793268 6.1962e+10
7.49894e-05 421.697 2.44281e-31 1.58776 0.0092199 0.00111561 0.0463047 0.79755 8.28511e+10
7.49894e-05 562.341 2.09563e-31 1.59192 0.007727 0.000889375 0.0440924 0.801708 1.10773e+11
7.49894e-05 749.894 1.7901e-31 1.59598 0.00646432 0.000702516 0.0416688 0.805768 1.48095e+11
7.49894e-05 1000 1.52089e-31 1.59995 0.00539816 0.000549687 0.0390644 0.809744 1.9798e+11
7.49894e-05 1333.52 1.2846e-31 1.60385 0.00449933 0.000425978 0.0363166 0.813638 2.64653e+11
7.49894e-05 1778.28 1.07755e-31 1.60765 0.00374261 0.000326912 0.0334693 0.81744 3.53757e+11
7.49894e-05 2371.37 8.96155e-32 1.61134 0.00310639 0.000248448 0.0305703 0.821132 4.72826e+11
7.49894e-05 3162.28 7.37812e-32 1.6149 0.00257219 0.000186992 0.0276689 0.824691 6.31916e+11
7.49894e-05 4216.97 5.98866e-32 1.6183 0.00212428 0.000139392 0.0248139 0.828089 8.44447e+11
7.49894e-05 5623.41 4.72173e-32 1.62151 0.00174929 0.000102931 0.0220503 0.8313 1.12832e+12
7.49894e-05 7498.94 3.46729e-32 1.62451 0.0014359 7.53038e-05 0.0194174 0.834302 1.50743e+12
7.49894e-05 10000 2.02686e-32 1.62728 0.00117449 5.45911e-05 0.0169469 0.837075 2.01362e+12
7.49894e-05 13335.2 3.42758e-35 1.62982 0.000956805 3.92208e-05 0.0146622 0.839608 2.68938e+12
7.49894e-05 17782.8 -3.88768e-32 1.63211 0.00077398 2.79275e-05 0.0125783 0.841898 3.59139e+12
7.49894e-05 23713.7 -1.24299e-31 1.63417 0.000606344 1.9707e-05 0.0107019 0.843958 4.79524e+12
7.49894e-05 31622.8 -2.8907e-31 1.63604 0.000412278 1.37468e-05 0.00903286 0.845833 6.40189e+12
7.49894e-05 42169.7 -5.47666e-31 1.63773 0.000205146 9.36327e-06 0.00756373 0.847518 8.54585e+12
7.49894e-05 56234.1 -9.29571e-31 1.63917 7.92781e-05 6.44971e-06 0.00625437 0.848959 1.14061e+13
7.49894e-05 74989.4 -1.43821e-30 1.64068 2.98409e-05 5.07671e-06 0.00479548 0.85047 1.52243e+13
7.49894e-05 100000 -1.92644e-30 1.64297 1.22887e-05 2.89787e-06 0.00252711 0.852761 2.03303e+13
7.49894e-05 133352 -2.24759e-30 1.64474 5.64866e-06 8.23124e-07 0.00076987 0.854529 2.714e+13
7.49894e-05 177828 -2.58726e-30 1.6453 2.86624e-06 1.82824e-07 0.000210397 0.855092 3.62042e+13
